"x","y","state","date","id"
"251",451353.896755436,4623242.97009584,2,2015-09-08,10
"326",451268.949398871,4623189.19214995,2,2015-11-22,10
"101",446673.371678813,4632318.09098919,2,2015-04-11,11
"224",446748.603270327,4632306.47828311,2,2015-08-12,11
"237",446772.951636677,4632302.61442392,2,2015-08-25,11
"282",446885.312071954,4632205.91988275,2,2015-10-09,11
"288",446924.292243749,4632197.90925534,2,2015-10-15,11
"310",446833.585128033,4632190.77830531,2,2015-11-06,11
"3501",446864.667289279,4632211.15056342,2,2015-12-16,11
"38",445903.476710592,4631897.04905011,2,2015-02-07,12
"421",445909.210278192,4631861.89021109,2,2015-02-11,12
"141",445881.569485004,4632097.78009428,2,2015-05-21,12
"208",445969.982937352,4631960.19510232,2,2015-07-27,12
"2241",445966.744422617,4631954.74824868,2,2015-08-12,12
"230",445957.045710865,4631957.60723912,2,2015-08-18,12
"253",445967.897996028,4631933.48572028,2,2015-09-10,12
"345",446017.260557926,4631878.01558872,2,2015-12-11,12
"51",450012.478072059,4629481.4114498,2,2015-02-20,13
"1011",450021.436115647,4629347.93436917,2,2015-04-11,13
"167",449995.182897054,4629403.98102407,2,2015-06-16,13
"2301",449823.659076017,4629511.9208674,2,2015-08-18,13
"266",449678.451025433,4629538.85943082,2,2015-09-23,13
"308",449623.071222381,4629359.79095129,2,2015-11-04,13
"88",448206.940220035,4627746.59337513,2,2015-03-29,14
"1871",448335.43059238,4627734.94385326,2,2015-07-06,14
"252",448442.258990282,4627771.90752946,2,2015-09-09,14
"3021",448312.774024676,4627774.73197477,2,2015-10-29,14
"3421",448279.132072893,4627714.79474503,2,2015-12-08,14
"3521",448283.684342285,4627720.21700503,2,2015-12-18,14
"75",448514.956447441,4631120.30482527,2,2015-03-16,15
"78",448508.81941013,4631128.23322328,2,2015-03-19,15
"137",448520.121079065,4631134.64389481,2,2015-05-17,15
"211",448463.726479534,4631199.86026932,2,2015-07-30,15
"233",448482.863931312,4631150.75497899,2,2015-08-21,15
"256",448476.631211896,4631132.18068844,2,2015-09-13,15
"361",448474.851738908,4631055.83739771,2,2015-12-27,15
"364",448456.472582803,4631063.72451511,2,2015-12-30,15
"73",448654.731338486,4629372.0874668,2,2015-03-14,16
"143",448651.472934633,4629315.45738655,2,2015-05-23,16
"162",448649.693338066,4629297.11419722,2,2015-06-11,16
"2511",448601.437359346,4629352.81013245,2,2015-09-08,16
"17",449082.443356298,4629571.75354275,2,2015-01-17,17
"52",448958.616533128,4629587.27024014,2,2015-02-21,17
"125",448891.463050101,4629453.27535809,2,2015-05-05,17
"1431",448871.504911375,4629446.20599161,2,2015-05-23,17
"250",448731.374019552,4629481.9485987,2,2015-09-07,17
"330",448840.269117786,4629444.19376717,2,2015-11-26,17
"1621",449937.923473604,4629741.03880932,2,2015-06-11,18
"198",449957.65597308,4629694.01536713,2,2015-07-17,18
"2961",449883.705147202,4629922.68289566,2,2015-10-23,18
"300",449856.710593765,4629951.08114299,2,2015-10-27,18
"335",449885.355118593,4629884.03675828,2,2015-12-01,18
"3422",449882.897823957,4629874.30621746,2,2015-12-08,18
"351",449884.41676348,4629877.75302843,2,2015-12-17,18
"43",447586.709878,4623327.03428451,2,2015-02-12,19
"156",447680.187525897,4623315.22372,2,2015-06-05,19
"215",447551.538121491,4623219.01287682,2,2015-08-03,19
"273",447558.219690538,4623230.64716835,2,2015-09-30,19
"284",447554.404676686,4623162.51313174,2,2015-10-11,19
"3171",447641.426642311,4623255.8915849,2,2015-11-13,19
"2",449113,4625064,2,2015-01-02,20
"21",449148.306528759,4624981.88637589,2,2015-01-21,20
"591",449147.825779606,4625003.67123207,2,2015-02-28,20
"165",449139.027728287,4625095.62222902,2,2015-06-14,20
"200",449174.316533386,4625163.41117666,2,2015-07-19,20
"2512",449183.239292193,4625038.48213221,2,2015-09-08,20
"299",449300.641198105,4624969.17337275,2,2015-10-26,20
"321",449247.948686343,4624905.69316591,2,2015-11-17,20
"365",449288.897726195,4625003.45365257,2,2015-12-31,20
"23",446814.435627257,4630476.28228111,2,2015-01-02,21
"40",446727.156289502,4630628.88082076,2,2015-02-09,21
"70",446751.441055978,4630641.38197605,2,2015-03-11,21
"2661",446730.849524753,4630787.31023456,2,2015-09-23,21
"281",446689.144008066,4630811.8896211,2,2015-10-08,21
"290",446701.290615662,4630805.14770419,2,2015-10-17,21
"3502",446711.588744854,4630840.11704233,2,2015-12-16,21
"3651",446700.456233984,4630897.96222671,2,2015-12-31,21
"49",450375.111193892,4627491.76076316,2,2015-02-18,22
"62",450391.554160983,4627460.37139461,2,2015-03-03,22
"861",450499.301764393,4627470.0265286,2,2015-03-27,22
"941",450426.394105942,4627467.44375579,2,2015-04-04,22
"1671",450430.853987752,4627346.70179889,2,2015-06-16,22
"195",450440.431059977,4627261.6945344,2,2015-07-14,22
"2171",450515.819291834,4627209.41746723,2,2015-08-05,22
"270",450547.445764248,4627034.92398717,2,2015-09-27,22
"303",450618.497607015,4627046.81734812,2,2015-10-30,22
"359",450563.606409577,4626996.5902979,2,2015-12-25,22
"24",452085.497985847,4624022.10386661,2,2015-01-24,23
"221",452087.697314948,4623898.13358488,2,2015-08-09,23
"247",452111.311087386,4623908.99756146,2,2015-09-04,23
"331",452196.415581945,4623655.4921747,2,2015-11-27,23
"336",452201.309220564,4623691.14917521,2,2015-12-02,23
"1421",448223,4625661,2,2015-05-22,24
"246",448223,4625661,2,2015-09-03,24
"2901",448223,4625661,2,2015-10-17,24
"327",448223,4625661,2,2015-11-23,24
"2151",447045.859565927,4631832.31465425,2,2015-08-03,25
"2881",446889.266210192,4631705.80470816,2,2015-10-15,25
"81",449146.915656581,4628261.59316101,2,2015-01-08,26
"172",449152.547474946,4628262.75052969,2,2015-01-17,26
"1351",449208.043718461,4628171.14361295,2,2015-05-15,26
"1561",449216.865225549,4628171.03059233,2,2015-06-05,26
"185",449223.10631589,4628118.83149916,2,2015-07-04,26
"2331",449259.213083566,4628276.80850182,2,2015-08-21,26
"261",449220.323953851,4628163.78307085,2,2015-09-18,26
"294",449205.744936066,4628131.25546726,2,2015-10-21,26
"301",449206.816601977,4628110.12406554,2,2015-10-28,26
"3031",449219.058720771,4628125.93958095,2,2015-10-30,26
"3081",449216.95505229,4628139.67159321,2,2015-11-04,26
"354",449147.07257384,4628159.05007733,2,2015-12-20,26
"150",449015.722834007,4628179.95571038,2,2015-05-30,27
"226",448907.716059117,4628296.79891037,2,2015-08-14,27
"2461",448907.640447173,4628324.87723552,2,2015-09-03,27
"274",448868.309697989,4628304.23053432,2,2015-10-01,27
"278",448855.430476923,4628246.74611753,2,2015-10-05,27
"2891",448888.642596977,4628244.11118783,2,2015-10-16,27
"213",452452.99590435,4622304.61802939,2,2015-01-21,28
"95",452354.664021788,4622502.400092,2,2015-04-05,28
"1411",452353.594836463,4622508.65337096,2,2015-05-21,28
"1501",452372.677621661,4622502.66610873,2,2015-05-30,28
"2501",452394.752381246,4622764.32765404,2,2015-09-07,28
"151",448194,4628676,2,2015-01-15,29
"37",448194,4628676,2,2015-02-06,29
"138",448194,4628676,2,2015-05-18,29
"280",448194,4628676,2,2015-10-07,29
"309",448194,4628676,2,2015-11-05,29
"3172",448194,4628676,2,2015-11-13,29
"108",450315.295971499,4623295.45817666,2,2015-04-18,30
"146",450314.327075466,4623317.52626553,2,2015-05-26,30
"182",450318.206152232,4623275.36978291,2,2015-07-01,30
"227",450333.513514074,4623252.64477358,2,2015-08-15,30
"2801",450323.684223347,4623195.54770198,2,2015-10-07,30
"3082",450327.326669958,4623191.15990031,2,2015-11-04,30
"334",450318.886292411,4623261.09786014,2,2015-11-30,30
"6",450608.617022756,4628809.28215588,2,2015-01-06,31
"401",450507.305714795,4628675.43410956,2,2015-02-09,31
"511",450481.998057655,4628664.61371422,2,2015-02-20,31
"731",450428.364977511,4628694.852717,2,2015-03-14,31
"1352",450456.875692082,4628585.36813115,2,2015-05-15,31
"152",450406.766954134,4628570.96479343,2,2015-06-01,31
"1622",450428.334081018,4628560.6917747,2,2015-06-11,31
"174",450441.139385825,4628551.23438928,2,2015-06-23,31
"1821",450446.482725569,4628535.54079336,2,2015-07-01,31
"240",450429.153566593,4628591.74353895,2,2015-08-28,31
"402",453044.426020657,4622980.99021005,2,2015-02-09,32
"611",453038.186781674,4622962.5202024,2,2015-03-02,32
"781",453030.929100653,4622942.72912342,2,2015-03-19,32
"97",453004.397697732,4622885.38887619,2,2015-04-07,32
"129",452787.391206408,4622921.62816821,2,2015-05-09,32
"2471",452824.310839539,4623039.36504187,2,2015-09-04,32
"54",446464.954546863,4630624.2386235,2,2015-02-23,33
"1521",446536.577888394,4630776.85936285,2,2015-06-01,33
"178",446547.556661335,4630820.0737809,2,2015-06-27,33
"3591",446382.374417538,4631036.97290534,2,2015-12-25,33
"63",447096.602353782,4632065.02958085,2,2015-01-06,34
"381",447036.775154875,4631947.64938578,2,2015-02-07,34
"53",447053.629675037,4631949.89160368,2,2015-02-22,34
"188",446945.19383579,4631973.61791408,2,2015-07-07,34
"199",446933.345875275,4632000.13085811,2,2015-07-18,34
"214",446982.202259854,4632016.96670729,2,2015-08-02,34
"2281",446941.239026404,4631954.01545446,2,2015-08-16,34
"238",446928.641499517,4632034.64935528,2,2015-08-26,34
"2581",446943.910174092,4632027.81717807,2,2015-09-15,34
"3011",446951.870938716,4631797.27680067,2,2015-10-28,34
"18",447280.362489722,4622704.43070359,2,2015-01-18,35
"45",447269.198765105,4622751.13764019,2,2015-02-14,35
"612",447327.768441278,4622684.97473152,2,2015-03-02,35
"179",447521.972405557,4622838.89985092,2,2015-06-28,35
"201",447520.093771,4622789.75023269,2,2015-07-20,35
"257",447513.087819632,4622871.10382965,2,2015-09-14,35
"268",447529.419736502,4622891.04255214,2,2015-09-25,35
"275",447535.907652416,4622941.77186776,2,2015-10-02,35
"60",449987.061700857,4622712.02619738,2,2015-03-01,36
"1551",449818.212731607,4622608.01095897,2,2015-06-04,36
"181",449915.244558989,4622697.91216461,2,2015-06-30,36
"220",449735.462798297,4622783.36707648,2,2015-08-08,36
"225",449717.880736363,4622851.27293971,2,2015-08-13,36
"315",449749.281493974,4622893.23026813,2,2015-11-11,36
"3231",449735.895377208,4622965.97574417,2,2015-11-19,36
"347",449657.680366549,4622976.69110526,2,2015-12-13,36
"84",452154.608877448,4624106.03808438,2,2015-03-25,37
"196",452199.375734287,4623815.05918869,2,2015-07-15,37
"206",452193.698065275,4623689.74366845,2,2015-07-25,37
"3381",452179.045089175,4623651.80044682,2,2015-12-04,37
"64",453353,4623243,2,2015-01-06,38
"841",453199.159576068,4623275.48028632,2,2015-03-25,38
"89",453206.067224638,4623282.74713193,2,2015-03-30,38
"1562",453267.436239485,4623122.80655881,2,2015-06-05,38
"1951",453246.417006613,4623109.87571975,2,2015-07-14,38
"2111",453254.930898813,4623093.09217103,2,2015-07-30,38
"751",450109.39826734,4625227.48225735,2,2015-03-16,39
"102",450095.159949663,4625301.54842901,2,2015-04-12,39
"106",450078.744681615,4625312.97379443,2,2015-04-16,39
"1422",450138.880446808,4625327.5713391,2,2015-05-22,39
"145",450159.930451825,4625293.799735,2,2015-05-25,39
"180",450119.605018783,4625362.77229061,2,2015-06-29,39
"2211",450192.045255969,4625350.90282709,2,2015-08-09,39
"269",450069.391276194,4625349.84831348,2,2015-09-26,39
"283",450122.51850406,4625357.83818613,2,2015-10-10,39
"19",448628.796982515,4626085.86926326,2,2015-01-19,40
"441",448628.728938497,4626059.25530275,2,2015-02-13,40
"732",448614.995547859,4626073.79407264,2,2015-03-14,40
"1081",448637.261388251,4625927.78245313,2,2015-04-18,40
"1502",448636.301554101,4625889.45529519,2,2015-05-30,40
"2001",448690.747244118,4625972.24948157,2,2015-07-19,40
"2152",448797.620388026,4625954.87226808,2,2015-08-03,40
"2371",448827.738520384,4625895.82179376,2,2015-08-25,40
"56",450077.045604898,4629159.78798419,2,2015-02-25,41
"1461",450140.976807448,4629394.18669245,2,2015-05-26,41
"2141",449941.238261161,4629537.02483358,2,2015-08-02,41
"235",449943.613090058,4629502.38968693,2,2015-08-23,41
"297",449880.935421418,4629411.33968262,2,2015-10-24,41
"3173",449887.53892091,4629398.10937141,2,2015-11-13,41
"561",448252.495213672,4624350.12393691,2,2015-02-25,42
"651",448199.978744378,4624327.99546933,2,2015-03-06,42
"1191",448205.370586167,4624316.86360335,2,2015-04-29,42
"1981",448237.882512859,4624213.3921135,2,2015-07-17,42
"2271",448264.44597138,4624177.49003015,2,2015-08-15,42
"314",448253.963040094,4624189.27391469,2,2015-11-10,42
"341",448230.27667006,4624112.18096224,2,2015-12-07,42
"3481",448233.067759426,4624130.64154811,2,2015-12-14,42
"82",445742.592181479,4632356.95846325,2,2015-01-08,43
"431",445730.04792317,4632329.7545688,2,2015-02-12,43
"67",445573.123776001,4632354.33327574,2,2015-03-08,43
"159",445776.10821979,4632113.1547419,2,2015-06-08,43
"210",445692.663915752,4631987.87199329,2,2015-07-29,43
"223",445710.685610543,4631970.87552411,2,2015-08-11,43
"2302",445723.940716366,4631935.08568011,2,2015-08-18,43
"234",445724.953694366,4631955.06001052,2,2015-08-22,43
"248",445740.686242685,4631899.61000626,2,2015-09-05,43
"2582",445785.989442169,4631849.01427694,2,2015-09-15,43
"962",451012.093139576,4627104.97975892,2,2015-04-06,44
"157",451067.625946894,4627092.55091614,2,2015-06-06,44
"1781",451058.027179829,4627120.79776465,2,2015-06-27,44
"2162",451022.215769297,4627039.03949874,2,2015-08-04,44
"2472",450917.31282563,4627051.46370653,2,2015-09-04,44
"264",451032.244287406,4627011.76709551,2,2015-09-21,44
"2731",451022.277294476,4627030.82933636,2,2015-09-30,44
"3232",451054.258738048,4626982.03545156,2,2015-11-19,44
"681",449888.416547991,4628553.68831904,2,2015-03-09,45
"127",449807.21551137,4628616.17876497,2,2015-05-07,45
"130",449841.473459472,4628609.13858274,2,2015-05-10,45
"144",449837.448064357,4628625.84944712,2,2015-05-24,45
"148",449838.843890133,4628624.38103942,2,2015-05-28,45
"249",449802.948717757,4628603.7568058,2,2015-09-06,45
"3174",449784.515666782,4628542.6979731,2,2015-11-13,45
"353",449790.462136573,4628516.11264443,2,2015-12-19,45
"5",446636.849901788,4631522.60682135,2,2015-01-05,46
"229",446651.241598139,4631451.89013617,2,2015-01-22,46
"1531",446672.66387606,4631388.54349334,2,2015-06-02,46
"242",446647.190491991,4631338.53330144,2,2015-08-30,46
"2971",446639.918680313,4631228.85181979,2,2015-10-24,46
"3001",446632.972568265,4631247.60685984,2,2015-10-27,46
"3041",446660.38984948,4631276.44982494,2,2015-10-31,46
"325",446638.207033721,4631278.76005134,2,2015-11-21,46
"29",446906.091246567,4631570.98479411,2,2015-01-29,47
"55",446952.116007163,4631554.75308404,2,2015-02-24,47
"1532",446908.843109755,4631541.86553164,2,2015-06-02,47
"177",446890.943622446,4631500.13555548,2,2015-06-26,47
"190",446894.031461639,4631543.2006648,2,2015-07-09,47
"1961",446911.518392127,4631552.90670735,2,2015-07-15,47
"2401",446860.975304956,4631640.21552356,2,2015-08-28,47
"260",446788.1091762,4631678.21598911,2,2015-09-17,47
"72",449006.17844816,4622775.45320472,2,2015-03-13,48
"862",449003.874511932,4622760.41388824,2,2015-03-27,48
"1771",449073.124981602,4622820.62348491,2,2015-06-26,48
"1872",449060.21026436,4622837.11642665,2,2015-07-06,48
"2081",449063.237451385,4622832.99384979,2,2015-07-27,48
"2112",449051.120954075,4622785.70959401,2,2015-07-30,48
"2272",449077.470945229,4622766.00544639,2,2015-08-15,48
"2611",449075.028991159,4622719.69992922,2,2015-09-18,48
"265",449084.849853498,4622721.71816949,2,2015-09-22,48
"3032",449174.869247846,4622896.49625763,2,2015-10-30,48
"305",449168.812138196,4622856.95752444,2,2015-11-01,48
"3251",449225.13334274,4622873.88169753,2,2015-11-21,48
"232",449551.293218191,4623296.27714041,2,2015-01-23,49
"571",449551.036580486,4623261.25628987,2,2015-02-26,49
"132",449578.194616767,4623059.22047507,2,2015-05-12,49
"1873",449493.472557636,4623139.23143004,2,2015-07-06,49
"1901",449519.487993821,4623124.7355762,2,2015-07-09,49
"3091",449671.401762689,4623308.50355874,2,2015-11-05,49
"2210",446221.000760187,4631321.13838481,2,2015-01-22,50
"133",446242.195448132,4631327.15467106,2,2015-05-13,50
"184",446275.523436241,4631272.29493116,2,2015-07-03,50
"203",446302.062921475,4631366.09391533,2,2015-07-22,50
"2061",446291.483636087,4631383.06679725,2,2015-07-25,50
"2142",446304.343439568,4631405.05936829,2,2015-08-02,50
"2561",446195.204328244,4631466.32371739,2,2015-09-13,50
"332",446154.644205231,4631650.1922191,2,2015-11-28,50
"356",446206.983972038,4631652.1089641,2,2015-12-22,50
"71",446135.212031435,4631380.87462032,2,2015-01-07,51
"432",446129.523681274,4631416.94492978,2,2015-02-12,51
"1251",446249.801167584,4631557.53581007,2,2015-05-05,51
"1451",446263.334744161,4631487.97131479,2,2015-05-25,51
"1962",446250.535722881,4631465.11741327,2,2015-07-15,51
"2402",446293.505404403,4631445.34973191,2,2015-08-28,51
"3092",446272.14725409,4631308.10890575,2,2015-11-05,51
"3151",446271.610776487,4631307.81113827,2,2015-11-11,51
"320",446282.237133884,4631273.20995221,2,2015-11-16,51
"3482",446304.803235254,4631325.76069671,2,2015-12-14,51
"363",446248.186225403,4631372.68106782,2,2015-12-29,51
"1503",450442.869697682,4624862.56091579,2,2015-05-30,52
"1782",450467.655595727,4624897.01931938,2,2015-06-27,52
"1963",450463.466687728,4624832.52936269,2,2015-07-15,52
"2273",450478.537328073,4624957.00326036,2,2015-08-15,52
"2332",450465.85437825,4624945.71044877,2,2015-08-21,52
"2481",450444.769714053,4624981.15273639,2,2015-09-05,52
"2531",450444.277067907,4624928.49942721,2,2015-09-10,52
"3111",450367.585921801,4625047.53574833,2,2015-11-07,52
"46",450474.253982257,4629206.68937167,2,2015-02-15,53
"541",450452.636307945,4629257.53342907,2,2015-02-23,53
"641",450432.91242076,4629271.26166031,2,2015-03-05,53
"1423",450387.690752663,4629364.52229714,2,2015-05-22,53
"1811",450395.235563576,4629348.10134527,2,2015-06-30,53
"205",450396.191078281,4629363.6526645,2,2015-07-24,53
"2491",450344.527489282,4629408.10988633,2,2015-09-06,53
"2892",450246.292220887,4629306.43248423,2,2015-10-16,53
"3271",450230.147935036,4629283.2662959,2,2015-11-23,53
"942",446547.525692261,4630579.19152414,2,2015-04-04,54
"1061",446595.022683443,4630585.3625577,2,2015-04-16,54
"1701",446560.956120587,4630779.00889987,2,2015-06-19,54
"219",446538.739947353,4630859.94251031,2,2015-08-07,54
"267",446573.3791229,4631022.35747366,2,2015-09-24,54
"154",450463,4628437,2,2015-01-15,55
"821",450463,4628437,2,2015-03-23,55
"1353",450463,4628437,2,2015-05-15,55
"1481",450463,4628437,2,2015-05-28,55
"1552",450463,4628437,2,2015-06-04,55
"2291",450463,4628437,2,2015-08-17,55
"2681",450463,4628437,2,2015-09-25,55
"285",450463,4628437,2,2015-10-12,55
"3093",450463,4628437,2,2015-11-05,55
"3321",450463,4628437,2,2015-11-28,55
"118",446998.880074533,4632791.3744041,2,2015-04-28,56
"2242",447256.532079848,4632824.343583,2,2015-08-12,56
"2403",447155.350953535,4632784.24410208,2,2015-08-28,56
"2671",447079.94145382,4632838.85526315,2,2015-09-24,56
"2841",447064.621219346,4632836.78928894,2,2015-10-11,56
"298",447055.093955415,4632775.95210888,2,2015-10-25,56
"312",447069.710381139,4632767.22205477,2,2015-11-08,56
"358",446979.840875355,4632769.6072956,2,2015-12-24,56
"66",448201.112583553,4627269.41598868,2,2015-01-06,57
"121",448197.948510043,4627034.41465244,2,2015-05-01,57
"194",448089.783139535,4626944.61160342,2,2015-07-13,57
"2131",448120.587024138,4626947.72807341,2,2015-08-01,57
"2532",448067.124708691,4626881.66944889,2,2015-09-10,57
"279",448205.505487383,4626948.47789965,2,2015-10-06,57
"2842",448185.641972725,4626939.4752767,2,2015-10-11,57
"1",449332.792365976,4628776.71268271,2,2015-01-01,58
"3",449346.613292469,4628814.03031843,2,2015-01-03,58
"103",449254.094020629,4628792.16286089,2,2015-04-13,58
"1312",449252.805800183,4628734.01010218,2,2015-05-11,58
"2802",449196.379809986,4628945.39905251,2,2015-10-07,58
"3121",449183.463679863,4628993.42328927,2,2015-11-08,58
"3541",449232.589264885,4629043.42870483,2,2015-12-20,58
"721",448955.008057408,4628202.42285973,2,2015-03-13,59
"83",448933.485729094,4628242.70452061,2,2015-03-24,59
"1902",448853.299397615,4628250.12217738,2,2015-07-09,59
"2163",448957.923141222,4628222.22775867,2,2015-08-04,59
"2201",448952.212777886,4628193.66722276,2,2015-08-08,59
"2893",448908.781747197,4628239.13839685,2,2015-10-16,59
"31",446756.01305336,4632649.6384592,2,2015-01-03,60
"33",446732.273338708,4632605.15727584,2,2015-02-02,60
"116",446725.794362193,4632587.20235351,2,2015-04-26,60
"1291",446672.270743283,4632601.27173096,2,2015-05-09,60
"1563",446579.884194847,4632643.88490713,2,2015-06-05,60
"163",446647.648984194,4632650.26954646,2,2015-06-12,60
"183",446729.430458695,4632681.04297384,2,2015-07-02,60
"2251",446877.829892828,4632717.23159483,2,2015-08-13,60
"3022",446991.200753854,4632661.10192581,2,2015-10-29,60
"11",447011.710359329,4631893.51355778,2,2015-01-01,61
"1412",447046.995325923,4631978.74943779,2,2015-05-21,61
"1772",447000.235797681,4632007.30266761,2,2015-06-26,61
"2164",447010.653830882,4632231.20366263,2,2015-08-04,61
"1021",446481.446211689,4631340.71294654,2,2015-04-12,62
"1241",446485.675688039,4631299.42674974,2,2015-05-04,62
"1822",446491.748481666,4631203.75112209,2,2015-07-01,62
"236",446509.344357029,4631299.86887425,2,2015-08-24,62
"262",446509.2314987,4631271.76101633,2,2015-09-19,62
"36",449115.990474873,4629581.45608044,2,2015-02-05,63
"48",449192.114145407,4629612.70523399,2,2015-02-17,63
"1012",449127.768804935,4629608.5923047,2,2015-04-11,63
"1831",449066.412257854,4629514.13294854,2,2015-07-02,63
"239",449035.535029627,4629398.37253314,2,2015-08-27,63
"2421",449042.442678197,4629405.63937875,2,2015-08-30,63
"313",449062.876335687,4629319.44951786,2,2015-11-09,63
"3483",449106.330412308,4629400.65958354,2,2015-12-14,63
"41",446449.60293237,4630650.08557052,2,2015-02-10,64
"1301",446488.686350701,4630850.29175564,2,2015-05-10,64
"306",446647.96438666,4630801.86176527,2,2015-11-02,64
"3152",446667.526186688,4630774.21905726,2,2015-11-11,64
"1533",450971.850696588,4623550.36396196,2,2015-06-02,65
"2351",451137.856921356,4623565.96666497,2,2015-08-23,65
"2422",451124.781213803,4623553.37066274,2,2015-08-30,65
"2882",451049.862206439,4623664.07416291,2,2015-10-15,65
"349",451116.870092206,4623754.20485766,2,2015-12-15,65
"911",449503.499604005,4628358.86738961,2,2015-04-01,66
"3361",449428.114836265,4628322.00764176,2,2015-12-02,66
"355",449426.174987747,4628356.81937734,2,2015-12-21,66
"642",449481.164531951,4623345.5351622,2,2015-03-05,67
"104",449513.869521816,4623280.5266143,2,2015-04-14,67
"111",449505.756631896,4623278.71333665,2,2015-04-21,67
"2621",449731.22255333,4623242.61021884,2,2015-09-19,67
"319",449754.509286034,4623463.55680865,2,2015-11-15,67
"186",450114.508544765,4625304.96873082,2,2015-01-18,68
"39",450037.512027054,4625278.09352563,2,2015-02-08,68
"461",450038.491396411,4625255.52767645,2,2015-02-15,68
"613",450042.755697592,4625182.07007607,2,2015-03-02,68
"1041",449939.2438311,4625322.80625923,2,2015-04-14,68
"2191",450111.024397978,4625238.54464386,2,2015-08-07,68
"2311",450106.783282819,4625303.70952679,2,2015-08-19,68
"661",447378.744539652,4629516.83463109,2,2015-03-07,69
"1511",447423.485746282,4629510.49873677,2,2015-05-31,69
"1982",447435.269513289,4629542.01830264,2,2015-07-17,69
"2101",447436.778553061,4629506.25957256,2,2015-07-29,69
"2601",447433.490093327,4629430.86867269,2,2015-09-17,69
